Date,1 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
5/8/90,#VALUE!,8.77985779,8.726821626,8.87171336,9.272318131,9.720615203,9.522483737,9.486933386,9.441856496,#VALUE!,9.123716922
5/9/90,#VALUE!,8.831991644,8.218801365,8.952415203,9.491233733,8.804605763,9.332352253,9.171639818,9.296164036,#VALUE!,9.366064684
5/10/90,#VALUE!,8.891735533,8.837390159,8.95876676,8.726088738,9.090292525,9.582699045,9.015664477,9.252888206,#VALUE!,9.142575032
5/11/90,#VALUE!,8.021853035,8.496841002,8.338854939,9.261695491,9.028520492,8.772266236,9.06230364,8.983438957,#VALUE!,9.541412521
5/14/90,#VALUE!,8.227602003,8.259088287,8.787866007,8.820628978,9.460209714,8.918399374,9.316563469,8.854461956,#VALUE!,9.3147693
5/15/90,#VALUE!,8.674010264,8.931278374,8.306174381,8.781738831,9.075401315,8.787768912,8.899763068,8.757055801,#VALUE!,8.983318745
5/16/90,#VALUE!,8.806727622,8.606029713,8.62627173,9.513913502,9.513739117,9.569629759,9.443452021,9.610114708,#VALUE!,9.261017614
5/17/90,#VALUE!,7.973633686,8.269416723,8.792760507,8.894925062,8.956902007,9.666325845,8.998699152,8.761678542,#VALUE!,9.579954659
5/18/90,#VALUE!,8.721213533,8.251083637,8.68395174,8.655587468,9.477465727,9.096257303,9.647886907,9.215473311,#VALUE!,9.301921483
5/21/90,#VALUE!,8.286979027,8.190376634,9.026452971,9.161140855,9.285215747,9.009724033,9.303971289,9.442701701,#VALUE!,8.842377894
5/22/90,#VALUE!,8.732624378,8.817144747,9.203328575,8.691679852,9.447280071,9.623194265,9.614613041,9.070964157,#VALUE!,9.542663758
5/23/90,#VALUE!,8.866541676,8.838555523,8.711038512,9.019639313,8.623124849,8.967566313,9.375828123,9.441504782,#VALUE!,9.471465426
5/24/90,#VALUE!,8.907946205,9.006363944,8.657235149,8.976476335,9.283467181,9.065212404,8.762801028,8.819081912,#VALUE!,8.73513102
5/25/90,#VALUE!,8.835340985,8.942176848,9.0296423,9.017151394,9.033769714,8.882713828,9.084177859,8.736093445,#VALUE!,9.079152758
5/29/90,#VALUE!,8.367419904,8.213925378,8.522399594,9.000068762,8.590507969,8.967240217,8.71024426,9.349382561,#VALUE!,8.706851644
5/30/90,#VALUE!,8.290981728,8.516094124,8.223901423,8.700443907,8.742549316,9.379228661,9.404278189,9.543785976,#VALUE!,9.588476326
5/31/90,#VALUE!,8.757176488,8.585237551,8.724344805,8.680514197,9.417657377,8.937871582,8.948505933,8.841145503,#VALUE!,9.275814926
6/1/90,#VALUE!,8.735743244,8.922446481,8.208377162,8.742694057,9.247924921,8.855843461,8.694829182,9.17467867,#VALUE!,9.199027728
6/4/90,#VALUE!,8.10550097,8.293674436,8.627551829,8.875463092,8.632214048,8.938223644,8.890000734,9.25215357,#VALUE!,8.46256877
6/5/90,#VALUE!,8.135251887,8.503449791,8.927113219,8.770406522,8.433061658,8.509419059,8.95188551,8.496068347,#VALUE!,9.142335318
6/6/90,#VALUE!,8.302699888,8.406957753,8.61996978,8.453154088,9.344756712,8.931401969,8.81602569,8.756825462,#VALUE!,8.782948001
6/7/90,#VALUE!,8.885781815,8.898926292,8.599702387,8.917771412,8.415659059,9.373268238,9.16173377,9.151656012,#VALUE!,8.771828035
6/8/90,#VALUE!,8.586208977,8.067016643,8.343179804,8.64429647,8.530838476,8.782043394,9.340498459,8.589070726,#VALUE!,9.177548404
6/11/90,#VALUE!,8.269602499,8.10545542,8.663618856,8.885656805,8.560210852,8.470671742,8.714695259,8.722965089,#VALUE!,8.896259682
6/12/90,#VALUE!,8.407815069,8.416392096,8.315803135,8.420692525,8.76532017,9.305638246,9.062326111,8.836936903,#VALUE!,9.301316222
6/13/90,#VALUE!,8.222760392,8.756861077,8.224619516,8.758981259,9.224636625,8.803376128,8.985790636,8.968443279,#VALUE!,8.557278035
6/14/90,#VALUE!,8.891766174,8.92100551,8.805518339,8.645984384,8.442099511,8.352284828,9.091083364,8.548881931,#VALUE!,8.483267156
6/15/90,#VALUE!,8.716654041,8.406452181,8.109948154,9.159923503,8.731060335,9.081771042,9.127395914,8.732330289,#VALUE!,8.457467206
6/18/90,#VALUE!,8.20055056,8.435526566,8.901396887,9.228924563,8.830308859,8.601861614,8.548058108,9.112134094,#VALUE!,9.164079716
6/19/90,#VALUE!,8.946278116,8.896766383,8.333826792,8.994041898,8.615994363,8.610212824,9.160517546,8.8843839,#VALUE!,8.747788956
6/20/90,#VALUE!,8.06081269,8.270461578,8.764029674,8.534713234,8.994464785,8.535532688,8.83843489,9.009598255,#VALUE!,9.183600452
6/21/90,#VALUE!,8.084589576,8.979471497,8.527894208,8.549864375,8.511015379,9.098532055,9.164192639,8.652796783,#VALUE!,8.629742186
6/22/90,#VALUE!,8.533122937,9.041116349,8.710248717,8.908770102,8.736733437,8.919632958,8.56573787,9.258094495,#VALUE!,8.616462041
6/25/90,#VALUE!,8.661723613,8.619303996,8.736575896,9.130735477,9.479334333,9.162695019,9.025191119,8.745883614,#VALUE!,9.082108613
6/26/90,#VALUE!,8.569367296,8.966291203,9.020037292,8.434206205,9.098211536,8.689009687,9.528340036,9.145945944,#VALUE!,8.882785279
6/27/90,#VALUE!,8.945331377,8.586868012,8.543454597,9.07274728,9.217065289,9.398837776,8.56549799,9.14579263,#VALUE!,8.878851929
6/28/90,#VALUE!,8.308822373,8.96094006,8.302448739,8.770802217,8.987066958,9.12206703,9.496302781,9.285247751,#VALUE!,9.015986916
6/29/90,#VALUE!,8.27408023,8.548267958,8.955071344,8.45019099,9.195798838,9.265722509,8.893091156,8.57484014,#VALUE!,9.0367661
7/2/90,#VALUE!,8.551793459,8.614804462,8.705434012,8.657986214,8.805278508,9.236478783,8.711856537,9.088701772,#VALUE!,9.05351223
7/3/90,#VALUE!,8.173370176,8.963203744,8.13476296,8.362712811,8.544107478,8.69980082,9.396761067,9.342928742,#VALUE!,9.252150794
7/5/90,#VALUE!,8.049577581,8.127996812,8.435134235,8.690302827,8.629777159,8.954723667,8.92592087,8.721869364,#VALUE!,8.657070132
7/6/90,#VALUE!,8.835988846,8.391656547,9.021505718,9.196595253,8.802647097,9.161940479,8.598672206,9.474469716,#VALUE!,9.292329296
7/9/90,#VALUE!,8.343379027,8.492626277,8.938109369,8.403758899,8.593521572,8.628152711,9.492306751,9.127882357,#VALUE!,9.093728111
7/10/90,#VALUE!,8.808346343,8.423624582,9.124688907,9.379200937,8.707623594,9.442179138,9.483333277,9.452762987,#VALUE!,8.856391094
7/11/90,#VALUE!,8.75970841,8.818495505,8.968853688,9.088227067,9.205059533,8.738261334,8.760100789,9.469616465,#VALUE!,9.515235697
7/12/90,#VALUE!,8.394316609,8.272518835,8.481998466,9.015953564,8.935855312,9.292681395,8.627008671,9.449642256,#VALUE!,9.177467872
7/13/90,#VALUE!,8.686539356,8.694870027,8.226177305,8.146163734,8.492069753,8.822120741,9.099261691,9.03381426,#VALUE!,8.623390782
7/16/90,#VALUE!,8.817862463,8.164556444,8.115485315,8.271122943,8.622181985,8.940132435,8.823730648,9.0884325,#VALUE!,8.614013534
7/17/90,#VALUE!,8.571983249,8.219862846,8.271987237,8.8583828,9.033381182,9.232142282,8.893247384,9.410763254,#VALUE!,9.393998637
7/18/90,#VALUE!,8.147973829,8.297357274,8.351016978,8.482659317,8.407978208,9.114859472,9.07853397,9.417686823,#VALUE!,9.443191152
7/19/90,#VALUE!,7.943262231,8.057314674,8.076411317,8.180908861,8.435365691,8.616873708,8.692507297,8.639850471,#VALUE!,9.363166203
7/20/90,#VALUE!,8.080856715,8.178730112,8.780640385,8.521585338,8.948565143,9.189665268,8.803042218,8.503936135,#VALUE!,8.850619117
7/23/90,#VALUE!,8.655077834,8.302191967,8.774502069,8.432962397,8.242743263,8.819358636,8.664034855,9.42000861,#VALUE!,8.971788398
7/24/90,#VALUE!,8.569747725,8.1032767,8.481582042,8.495935396,9.148125667,9.148580365,8.722909292,9.213765578,#VALUE!,9.524200188
7/25/90,#VALUE!,8.034736121,8.229225469,8.106884537,8.542891034,9.166437593,8.536606174,9.116388231,9.006515351,#VALUE!,9.072499387
7/26/90,#VALUE!,8.709872144,7.984107301,7.987994699,8.621268685,8.28929319,8.610050533,8.734886037,8.925117289,#VALUE!,8.976363403
7/27/90,#VALUE!,8.463415845,8.086162547,8.364679784,8.718172769,8.399975724,9.134597609,8.485175972,8.644597807,#VALUE!,8.533200108
7/30/90,#VALUE!,8.119915732,7.835107316,7.751874344,7.995282006,8.512769172,8.625685142,9.09886901,8.583273031,#VALUE!,9.350670539
7/31/90,#VALUE!,7.860642009,8.532227881,8.085776733,8.280762694,8.446558107,8.559680311,8.5406515,8.582220685,#VALUE!,8.95014937
8/1/90,#VALUE!,8.146571844,8.579265197,8.560384019,8.685383135,8.867062716,8.192866126,9.056133787,9.215047484,#VALUE!,8.39645101
8/2/90,#VALUE!,8.186740462,7.989868417,8.632004392,8.056057246,8.183075975,8.896525492,8.651910269,9.095481356,#VALUE!,9.416734953
8/3/90,#VALUE!,7.584382574,8.028122043,8.088673797,8.501260299,8.691850797,8.308672893,8.90523851,8.699291076,#VALUE!,9.129085903
8/6/90,#VALUE!,8.115210336,7.826167414,8.511928468,8.845155717,8.508587609,9.261412442,8.796953606,9.428231948,#VALUE!,9.175075179
8/7/90,#VALUE!,7.694114756,8.577354881,7.842946963,8.383425835,8.965263781,8.910176603,9.137180868,8.960053011,#VALUE!,9.632838013
8/8/90,#VALUE!,7.691197536,8.243006207,8.377087135,8.519300012,8.680752649,9.278844149,9.241881289,9.672169207,#VALUE!,9.118512671
8/9/90,#VALUE!,7.990259012,8.282700233,8.158524446,8.252572981,8.41864338,8.338632242,8.825121444,9.023267054,#VALUE!,9.137133979
8/10/90,#VALUE!,7.691294923,8.236310974,8.642528308,8.734898662,8.537953144,8.608276111,8.723481221,9.01887311,#VALUE!,9.36902232
8/13/90,#VALUE!,7.985984997,8.685246481,8.561244192,8.492585104,8.730243554,8.644116135,8.707272973,8.929359781,#VALUE!,9.155925266
8/14/90,#VALUE!,8.230522356,7.812981905,7.878389321,8.164084293,8.67672078,9.1354896,8.743683938,9.602551754,#VALUE!,8.91208205
8/15/90,#VALUE!,8.648187283,8.225353482,8.183465013,8.352871624,9.047963722,9.284638618,8.693324503,9.316588592,#VALUE!,8.871210469
8/16/90,#VALUE!,8.344300479,8.539763187,8.764894577,9.028567616,9.059746757,8.697607181,8.739478752,9.516596676,#VALUE!,9.489935702
8/17/90,#VALUE!,8.219566627,8.278421577,7.946572549,8.766309665,9.046567784,8.689794622,9.538392895,9.518740995,#VALUE!,9.798870747
8/20/90,#VALUE!,8.682797617,8.537330237,8.063074907,8.659054764,8.869417051,9.061159702,8.786339623,9.098899723,#VALUE!,9.142405655
8/21/90,#VALUE!,8.048567296,8.802210466,8.077095879,8.481927602,9.264842697,9.340906627,9.347341912,8.857537156,#VALUE!,9.541423135
8/22/90,#VALUE!,8.758801188,7.91020904,8.466213204,8.762968879,9.186900323,8.662054234,9.196837037,9.150028349,#VALUE!,9.231803298
8/23/90,#VALUE!,8.230979242,8.244458369,8.134196608,8.823833735,8.841937754,9.402576893,8.986656275,9.338724238,#VALUE!,9.8511202
8/24/90,#VALUE!,8.738386337,8.67803239,8.044210963,8.734339537,8.716570208,8.797091994,9.609377557,9.096007625,#VALUE!,10.0967623
8/27/90,#VALUE!,8.187113732,8.658085367,8.030972383,8.312077314,9.118438426,9.216470071,9.423437554,9.051461257,#VALUE!,9.087081373
8/28/90,#VALUE!,8.689306005,8.245690423,8.807525437,8.335886413,8.52280136,9.073284996,9.323717941,9.51525439,#VALUE!,9.606841661
8/29/90,#VALUE!,8.159372767,8.174909143,8.049112318,9.056965779,8.511807708,8.664132332,9.255030897,8.924039314,#VALUE!,9.684770139
8/30/90,#VALUE!,7.969588558,7.868695982,8.438932129,8.608565181,8.723022029,9.50553024,9.192156214,9.759884611,#VALUE!,9.567767517
8/31/90,#VALUE!,8.427304857,8.478655803,8.592569699,8.120799077,9.034871551,8.68033894,9.509196064,9.786806138,#VALUE!,9.496976013
9/4/90,#VALUE!,7.770045238,8.596109657,8.250380513,8.941771685,8.408179064,8.779743329,9.444358334,9.135224683,#VALUE!,9.056525395
9/5/90,#VALUE!,8.352166013,7.827484277,8.698032351,8.859533324,8.679464785,9.240310002,9.619397608,9.785145358,#VALUE!,9.362841506
9/6/90,#VALUE!,7.722553686,7.899854897,8.684651396,8.258668115,9.117434848,8.874938051,9.574790473,8.939978342,#VALUE!,9.256402809
9/7/90,#VALUE!,8.333423108,8.491847453,8.108820616,8.043965699,9.074231782,8.797213624,9.672249658,9.720851151,#VALUE!,9.783852423
9/10/90,#VALUE!,8.652700951,7.846619085,8.411040968,8.496496916,8.470010941,8.95205682,8.869006758,9.591239378,#VALUE!,8.980358761
9/11/90,#VALUE!,8.009147389,8.145983872,7.810785146,8.812339387,9.137562798,8.910640119,9.699647327,9.522974808,#VALUE!,9.561516869
9/12/90,#VALUE!,8.248143311,7.902156512,7.956292042,8.373791939,8.370223623,8.672713503,9.380266069,8.852398574,#VALUE!,9.470067711
9/13/90,#VALUE!,8.295645026,7.782009673,8.324996988,8.382589118,8.605080044,8.689436491,8.821551793,9.505143771,#VALUE!,9.863452816
9/14/90,#VALUE!,8.403883592,8.35546591,8.314127168,8.224900411,8.819415449,9.22193042,9.067953732,9.06053211,#VALUE!,9.65983059
9/17/90,#VALUE!,8.031887358,8.298121026,7.817198832,8.755003354,8.5765272,8.880087221,9.697932952,9.05730816,#VALUE!,9.533530803
9/18/90,#VALUE!,8.10123949,7.885893887,8.201512863,8.835029538,8.943319627,9.407246241,9.70201457,9.430718681,#VALUE!,9.237600238
9/19/90,#VALUE!,8.503633595,7.946274377,8.061292569,8.903310551,8.342129238,8.766007387,9.408550521,9.509038634,#VALUE!,9.630270797
9/20/90,#VALUE!,7.701136479,8.572546688,7.844987222,8.348626281,9.176113252,9.033167406,9.608403859,9.315658458,#VALUE!,9.482369892
9/21/90,#VALUE!,8.219119428,8.114126283,7.783098798,8.377711976,8.959815736,8.96688622,9.145635224,9.125512126,#VALUE!,9.895412902
9/24/90,#VALUE!,8.224957563,8.345293148,8.416300402,8.497454566,8.760575764,8.663400833,8.940390059,9.116367588,#VALUE!,9.532409752
9/25/90,#VALUE!,8.348668454,8.318481635,8.590460888,8.498720939,8.984822229,9.064920737,9.110026309,9.230077153,#VALUE!,10.01371703
9/26/90,#VALUE!,7.9761135,8.515107673,7.966144551,8.945801114,8.584168879,8.86911213,8.980358829,9.059536559,#VALUE!,9.693011454
9/27/90,#VALUE!,7.86846469,8.184521512,8.470261258,8.226463729,9.19102777,9.487107719,9.117072753,9.810316455,#VALUE!,9.875974676
9/28/90,#VALUE!,8.229924337,8.099598555,8.162208657,8.043017758,8.687476573,8.617218512,9.34118236,9.788543972,#VALUE!,9.09204296
